ID	Hierarchiestufe	FeldName	Reihenfolge	FeldBeschriftung	FeldBeschreibung	Formularelement	InputTyp	FeldNameEvab	FeldNameZdsf	FeldNameCscf	FeldNameNism	FeldNameWslFlechten	FeldNameWslPilze	ArtGruppe	Optionen	Standardwert	SliderMinimum	SliderMaximum
"6d793056afce59fd2ef9fd0b03024083"	"Ort"	""	""	""	""	"textinput"	"datetime"	""	""	""	""	""	""	""	""	""	""	"" 
"6d793056afce59fd2ef9fd0b03024593"	"Raum"	""	""	""	""	"textinput"	"time"	""	""	""	""	""	""	""	""	""	""	"" 
"6d793056afce59fd2ef9fd0b03024984"	"Ort"	""	""	""	""	"textinput"	"text"	""	""	""	""	""	""	""	""	""	""	"" 
"6d793056afce59fd2ef9fd0b03023518"	"Zeit"	"orttest"	"1"	"orttest"	""	"textinput"	"datetime"	""	""	""	""	""	""	"Amphibien"	""	""	""	"" 
"f19cd49bd7b7a150c895041a5d000acc"	"Projekt"	"pName"	"1"	"Name"	"FNS: Projektname"	"textinput"	"text"	"Name"	""	""	""	""	"Erhebungen (aber auch aMeldungTyp)"	"alle"	""	"[object Object]"	""	"" 
"f86ac048666be7df4ae1c875d7029344"	"Raum"	"mein raum"	"1"	"mein raum"	""	"textinput"	"text"	""	""	""	""	""	""	""	"a,b,c,d"	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d000cd8"	"Projekt"	"pBemerkungen"	"2"	"Bemerkungen"	"FNS: Bemerkungen zum Projekt"	"textarea"	""	"Bemerkungen"	""	""	""	""	""	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d000dec"	"Raum"	"rName"	"3"	"Name"	"FNS: Name des Raums. Z.B. geographischer Name, Objektnummer..."	"textinput"	"text"	"Name"	""	""	""	""	""	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d000e6a"	"Raum"	"rBemerkungen"	"4"	"Bemerkungen"	"FNS: Bemerkungen zum Raum"	"textarea"	""	"Bemerkungen"	""	""	""	""	""	"alle"	""	"[object Object]"	""	"" 
"30034b35a264d2adb24a8f3f0b07cd65"	"Ort"	"rTest"	"5"	"Test"	""	"slider"	"text"	""	""	""	""	""	""	""	""	""	""	"100" 
"f19cd49bd7b7a150c895041a5d00130b"	"Ort"	"oName"	"5"	"Name"	"FNS: Name des Orts. Z.B. Lokalname, Teilobjektnummer..."	"textinput"	"text"	"Name"	""	""	"ort"	""	"Flurname"	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d002e72"	"Ort"	"oXKoord"	"6"	"X-Koordinate"	"X-Koordinate, Schweizer Bezugssystem  (X/Y oder Lat/Long müssen erfasst werden)"	"textinput"	"text"	"X"	"?"	"?"	"koordinate_x"	""	"Xkoord"	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d0034b2"	"Ort"	"oYKoord"	"7"	"Y-Koordinate"	"Y-Koordinate, Schweizer Bezugssystem  (X/Y oder Lat/Long müssen erfasst werden)"	"textinput"	"text"	"Y"	"?"	"?"	"koordinate_y"	""	"Ykoord"	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d00557e"	"Ort"	"oLagegenauigkeit"	"8"	"Lage Genauigkeit"	""	"textinput"	"text"	""	"?"	"?"	""	""	"Präzision"	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d005bff"	"Ort"	"oLagegenauigkeitOptionen"	"9"	"Lage Genauigkeit (Optionen)"	""	"multipleselect"	""	"fkGenauigkeitLage"	"?"	"?"	""	""	""	"alle"	"± 5m,± 10m,± 20m,± 25m,± 50m,± 100m,± 250m,± 500m,± 750m,1 km2 (Koordinate der linken unteren Ecke),9 km2 (Koord. = li untere Ecke d. zentr. Quadr.),>9 km2 (Koord.=li untere Ecke d. zentr. Quadr.),GPS,Differential GPS (<5m),Raster 4 km2 (2x2) Nullpunkt 600/200,Raster 16 km2 (4x4) Nullpunkt 600/200,Genauigk. d. Koord. unbekannt o. nicht definierbar"	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d00394a"	"Ort"	"oLatitudeDecDeg"	"10"	"Breitengrad"	"EvabMobile: Breitengrad in decimal degrees"	"textinput"	"text"	""	""	""	""	""	""	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d0048eb"	"Ort"	"oLongitudeDecDeg"	"11"	"Längengrad"	"EvabMobile: Längengrad in decimal degrees"	"textinput"	"text"	""	""	""	""	""	""	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d0022e2"	"Ort"	"oErfassungsdatum"	"12"	"Erfassungsdatum"	"FNS: Zeitpunkt, an dem der Ort erfasst wurde"	"textinput"	"date"	"Erfassungsdatum"	""	""	""	""	""	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d002578"	"Ort"	"oAutor"	"13"	"Autor"	"FNS: Person, die den Ort erfasst hat"	"textinput"	"text"	"fkAutor"	""	""	""	""	""	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d00639c"	"Ort"	"oObergrenzeHöhe"	"14"	"Höhe Obergrenze"	""	"textinput"	"text"	"obergrenzeHoehe"	"?"	"?"	"hoehe"	""	"Höhe"	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d006c87"	"Ort"	"oUntergerenzeHöhe"	"15"	"Höhe Untergrenze"	""	"textinput"	"text"	"untergerenzeHoehe"	"?"	"?"	""	""	""	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d007c4c"	"Ort"	"oGenauigkeitHöhe"	"16"	"Höhe Genauigkeit"	""	"radio"	""	"fkGenauigkeitHoehe"	"?"	"?"	"hoehe_abweichung"	""	""	"alle"	"Präzise,Geschätzt dch. Beobachter,Noch zu definieren,Schätzung Datenüberbringer"	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d008184"	"Ort"	"oFundortbeschrieb"	"17"	"Fundortbeschrieb"	"ZDSF: Fundortbeschrieb, z.B. Flurname, Beschreibung der Lage entspricht Feld LOC bei CSCF"	"textarea"	""	"DESC_LOCALITE"	"DESC_LOCALITE"	"LOC"	""	""	""	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d008cf5"	"Ort"	"oGemeinde"	"18"	"Gemeinde"	"ZDSF: Gemeinde"	"textinput"	"text"	"NOM_COMMUNE"	"NOM_COMMUNE"	""	""	""	"Gemeinde"	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d008d79"	"Ort"	"oWeltenNr"	"19"	"Kartierfläche WS"	"ZDSF: Nummer der Kartierfläche aus dem Verbreitungsatlas von Welten&Sutter (1982)"	"textinput"	"text"	"NO_SURFACE_WELTEN"	"NO_SURFACE_WELTEN"	""	""	""	""	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d0092c8"	"Ort"	"oStandort"	"20"	"Standort"	"ZDSF: Standortbeschreibung/Ökologie, z.B. Pflanzengesellschaft, Neigung/Exposition etc."	"textarea"	""	"STATION"	"STATION"	""	"standort"	""	"Standort"	"alle"	""	"[object Object]"	""	"" 
"f19cd49bd7b7a150c895041a5d00a106"	"Ort"	"oLebensraumDelarze"	"21"	"Lebensraum (Delarze)"	"FNS: LR-Typ nach Delarze oder anderer Klassierung"	"multipleselect"	""	"fkLebensraumtyp"	""	""	""	""	"Lebensraum"	"alle"	"1: Gewässer,1.1: Stehende Gewässer,1.1.0: Stehendes Gewässer ohne Vegetation,1.1.0.1: Tiefgründiges Gewässer (Freiwasserzone),1.1.0.2: Seichtes Gewässer (Litoral inkl. Tümpel),1.1.1: Armleuchteralgenrasen,1.1.2: Laichkrautgesellschaften,1.1.3: Wasserlinsengesellschaften,1.1.4: Seerosengesellschaften,1.2: Fliessgewässer,1.2.1: Brachsmen- und Barbenregion,1.2.1.1: Breites Fliessgewässer des Flachlands,1.2.1.2: Langsam fliessender Bach im Flachland,1.2.2: Äschenregion (Hyporhithron),1.2.2.0: Äschenregion ohne Vegetation,1.2.2.1: Äschenregion mit Vegetation,1.2.3: Untere Forellenregion (Metarhithron),1.2.4: Obere Forellenregion (Epirhithron),1.2.5: Temporärer Wasserlauf,1.3: Quellen und Quellfluren,1.3.0: Überrieselte Fläche / Quelle ohne Vegetation,1.3.1: Kalktuff-Felsspaltengesellschaften,1.3.2: Kalk-Quellflur,1.3.3: Weichwasser-Quellflur,1.4: Unterirdische Gewässer,1.4.1: Porengrundwasser,1.4.2: Kluftgrundwasser,1.4.3: Höhlenbach,1.4.4: Höhlensee,2: Vegetation der Ufer und der Feuchtgebiete,2.0: Ufer ohne Vegetation,2.1: Ufer mit Vegetation,2.1.1: Wasserschlauch-Moortümpelgesellschaften,2.1.2: Röhricht,2.1.2.1: Stillwasser-Röhricht,2.1.2.2: Landschilf-Röhricht,2.1.3: Strandlingsgesellschaften,2.1.4: Bach- und Flussröhricht,2.2: Flachmoore,2.2.1: Grossseggenbestände,2.2.1.1: Grossseggenried,2.2.1.2: Schneidbinsenried,2.2.2: Saures Kleinseggenried,2.2.3: Kalk-Kleinseggenried,2.2.4: Übergangsmoor,2.2.5: Schwemmufervegetation alpiner Wildbäche,2.3: Feucht- und Nasswiesen,2.3.1: Pfeifengraswiese,2.3.2: Sumpfdotterblumenwiese,2.3.3: Spierstaudenflur,2.4: Hochmoore,2.4.1: Torfmoos-Hochmoor,2.5: Zeitweilig überflutete Annuellenfluren,2.5.1: Zwergbinsen-Annuellenflur,2.5.2: Nitrophile Annuellenvegetation,3: Gletscher / Fels / Schutt und Geröll,3.1: Gletscher / Firn,3.1.1: Gletscher,3.1.2: Blockgletscher,3.1.3: Firnfeld (Sommer),3.1.4: Schneefeld (Frühling),3.2: Alluvionen und Moränen,3.2.1: Alluvionen,3.2.1.0: Alluvionen ohne Vegtetation,3.2.1.1: Alluvionen mit krautiger Pioniervegetation,3.2.2: Moräne,3.2.2.0: Moräne ohne Vegetation,3.2.2.1: Moräne mit Pioniervegetation,3.3: Steinschutt- und Geröllfluren,3.3.1: Kalkschutt,3.3.1.1: Kalkschutthalde ohne Gefässpflanzen,3.3.1.2: Alpine Kalkblockflur (hartes Gestein),3.3.1.3: Alpine Kalkschieferflur,3.3.1.4: Feuchte Kalkschuttflur,3.3.1.5: Sommerwarme Kalkschuttflur,3.3.2: Silikatschutt,3.3.2.1: Silikatschutthalde ohne Gefässpflanzen,3.3.2.2: Alpine Silikatschuttflur,3.3.2.3: Sommerwarme Silikatschuttflur,3.4: Felsen,3.4.1: Kalkfelsen,3.4.1.1: Kalkfelsflur ohne Gefässpflanzen,3.4.1.2: Sonnige Kalkfelsflur mit Gefässpflanzen,3.4.1.3: Schattige Kalkfelsflur mit Gefässpflanzen,3.4.2: Silikat-/ Serpentinfelsen,3.4.2.1: Silikatfelsflur ohne Gefässpflanzen,3.4.2.2: Silikatfelsflur mit Gefässpflanzen,3.4.2.3: Serpentingesteinsflur,3.5: Höhlen,3.5.1: Bereich der Unterseite von Steinen / Blöcken etc.,3.5.2: Tierbau (pholeophile Fauna),3.5.3: Höhlenwandgesellschaften (Höhleneingang),3.5.4: Guanohaufen,3.5.5: Künstliche Höhlung (Minen / Tunnel),3.5.6: Lehmablagerung im Höhleninneren,3.5.7: Fels im Höhleninneren,4: Rasen / Wiesen,4.0: Kunstrasen,4.0.1: Kunstwiese auf Fruchtfolgefläche,4.0.2: Kunstrasen auf Sportplätzen / im Siedlungsraum etc.,4.0.3: Begrünung in Tieflagen (Strassenböschungen usw.),4.0.4: Begrünung in Hochlagen (Skipisten etc.),4.1: Felsgrus- und Karstfluren,4.1.1: Thermophile Kalkfelsgrusflur,4.1.2: Kalkfelsgrusflur des Gebirges (Karstgebiet),4.1.3: Thermophile Silikatfelsgrusflur,4.1.4: Silikatfesgrusflur des Gebirges,4.2: Wärmeliebende Trockenrasen,4.2.1: Kontinentaler Trockenrasen,4.2.1.1: Inneralpine Felsensteppe,4.2.1.2: Kontinentaler Halbtrockenrasen,4.2.2: Subatlantischer Trockenrasen,4.2.3: Insubrischer Trockenrasen,4.2.4: Subatlantischer Halbtrockenrasen,4.3: Magerrasen der Hochlagen,4.3.1: Blaugrashalde,4.3.2: Polsterseggenrasen,4.3.3: Rostseggenhalde,4.3.4: Nacktriedrasen,4.3.5: Borstgrasweide,4.3.6: Buntschwingelrasen,4.3.7: Krummseggenrasen,4.4: Schneetälchen,4.4.1: Kalk-Schneetälchen,4.4.2: Sauerboden-Schneetälchen,4.5: Fettwiesen und -weiden,4.5.1: Fromentalwiese,4.5.2: Goldhaferwiese,4.5.3: Kammgrasweide,4.5.4: Milchkrautweide,4.6: Grasbrachen,4.6.1: Ruderaler Halbtrockenrasen,4.6.2: Fiederzwenckenbrache,4.6.3: Fromentalbrache,4.6.4: Pfeifengrasbrache,4.6.5: Reitgrasbrache,5: Krautsäume / Hochstaudenfluren / Gebüsche,5.1: Saumgesellschaften,5.1.1: Trockenwarmer Krautsaum,5.1.2: Mesophiler Krautsaum,5.1.3: Feuchter Krautsaum der Tieflagen,5.1.4: Feuchter Krautsaum der höheren Lagen,5.1.5: Nährstoffreicher mesophiler Krautsaum,5.2: Hochstaudenfluren / Waldschläge,5.2.1: Schlagflur / Waldlichtung auf basenreichem Boden,5.2.2: Schlagflur / Waldlichtung auf saurem Boden,5.2.3: Montan-subalpine Hochgrasflur,5.2.4: Subalpine Hochstaudenflur,5.2.5: Adlerfarnflur,5.3: Gebüsche (Waldmäntel / Dickichte / Hecken),5.3.0: Naturferne Pflanzung,5.3.0.1: Naturferne Pflanzung mit sommergrünen Arten,5.3.0.2: Naturferne Pflanzung mit immergrünen Arten,5.3.1: Besenginster-Gebüsche,5.3.2: Trockenwarme Gebüsche auf basenreichem Boden,5.3.3: Schlehen-Brombeergebüsche,5.3.4: Brombeergestrüpp,5.3.5: Gebüschreiche Vorwaldgesellschaften,5.3.6: Gebirgsweidenaue,5.3.7: Moorweidengebüsche,5.3.8: subalpine Karst-Weidengebüsche,5.3.9: Grünerlengebüsche,5.4: Heiden,5.4.1: Subatlantische Zwergstrauchheide,5.4.2: Kontinentale Zwergstrauchheinde,5.4.3: Subalpine Heide auf Kalkboden,5.4.4: Trockene subalpine Zwergstrauchheide,5.4.5: Mesophile subalpine Zwergstrauchheide,5.4.6: Arktisch-alpine Zwergstrauchheide,6: Wälder,6.0: Forstpflanzungen / Einzelbäume,6.0.1: Aufforstung mit Laubgehölzen,6.0.2: Aufforstung mit Nadelgehölzen,6.1: Bruch- und Auenwälder,6.1.1: Erlen-Bruchwald,6.1.2: Silberweiden-Auenwald,6.1.3: Grauerlen-Auenwald,6.1.4: Eschen-Auenwald,6.2: Buchenwälder,6.2.1: Orchideen-Buchenwald,6.2.2: Hainsimsen-Buchenwald,6.2.3: Waldmeister-Buchenwald,6.2.4: Alpenheckenkirschen-Buchenwald,6.2.5: Tannen-Buchenwald,6.3: Andere Laubwälder,6.3.1: Bergahorn-Schluchtwald,6.3.2: Wärmeliebender Linden-Mischwald,6.3.3: Eichen- Hainbuchenwald,6.3.4: Flaumeichenwald,6.3.5: Hopfenbuchenwald der Alpensüdseite,6.3.6: Bodensaurer Eichen-Mischwald,6.3.7: Kastanienwald,6.3.8: Laubwald mit immergrünem Unterholz,6.3.9: Robinien-Sekundärwald,6.3a: Schluchtwälder,6.3b: Eichenwälder,6.3c: Wärmeliebende Sekundärwälder,6.4: Wärmeliebende Föhrenwälder,6.4.1: Pfeifengras-Föhrenwald,6.4.2: Subkontinentaler Kalk-Föhrenwald,6.4.3: Kontinentaler Steppen-Föhrenwald,6.4.3.1: Kalkreicher Steppen-Föhrenwald,6.4.3.2: Kalkarmer Steppen-Föhrenwald,6.4.4: Mesophiler Föhrenwald auf Silikat,6.5: Moorwälder,6.5.1: Birken-Moorwald,6.5.2: Torfmoos-Bergföhrenwald,6.5.3: Torfmoos-Fichtenwald,6.6: Nadelwälder der Hochlagen,6.6.1: Tannen-Fichtenwald,6.6.2: Heidelbeer-Fichtenwald,6.6.3: Lärchen-Arvenwald,6.6.4: Lärchenwald,6.6.5: Bergföhrenwald,7: Pioniervegetation oft gestörter Plätze (Ruderalstandorte),7.1: Trittrasen und Ruderalfluren,7.1.0: Trittflur / Trümmerfeld ohne Vegetation,7.1.1: Feuchte Trittflur,7.1.2: Trockene Trittflur,7.1.3: Subalpiner und alpiner Trittrasen,7.1.4: Einjährige Ruderalgesellschaften,7.1.5: Wärmeliebende Ruderalgesellschaften,7.1.6: Mesophile Ruderalgesellschaften,7.1.7: Alpine Lägerflur (Alpenblackenflur),7.1.8: Lägergesellschaften der Tieflagen,7.2: Anthropogene Steinfluren,7.2.0: Mauer und Steinpflästerung ohne Vegetation,7.2.1: Ruine und alte Mauer,7.2.2: Steinpflästerung,8: Pflanzungen / Äcker / Kulturen,8.1: Baumschulen und Obstgärten,8.1.1: Baumschule aus Laubgehölzen,8.1.2: Baumschule aus Nadelgehölzen,8.1.3: Kastanienhain (ohne Unterholz),8.1.4: Hochstammobstgarten,8.1.5: Niederstammobstgarten,8.1.6: Weinberg,8.1.7: Beerenkultur,8.2: Feldkulturen,8.2.1: Getreidekultur (Brotgetreide) vorwiegend Winterkultur,8.2.1.0: Getreide ohne Ackerbegleitvegetation,8.2.1.1: Ackerbegleitvegetation der sauren Böden,8.2.1.2: Ackerbegleitvegetation kalkreicher Böden,8.2.2: Mais-/ Tabak- und andere Ackerkultur (vorwiegend Sommerkultur),8.2.3: Hackfruchtkultur (Sommerkultur) / Gärten,8.2.3.0: Hackfrucht ohne Begleitflora,8.2.3.1: Begleitvegetation der Hackkulturen auf basenarmen Böden,8.2.3.2: Begleitvegetation der Hackkulturen auf kalkhaltigen Lehmböden,8.2.3.3: Begleitvegetation der Hackkulturen auf basenarmen lockeren Böden,8.2.3.4: Begleitvegetation der Hackkulturen auf kalkhaltigen lockeren Böden,9: Bauten / Anlagen,9.1: Lagerplätze / Deponien,9.1.1: Misthaufen,9.1.2: Komposthaufen,9.1.3: Abfalldeponie im Betrieb,9.2: Bauten,9.2.1: Bewohntes Gebäude,9.2.1.1: Keller,9.2.1.2: Bewohnte Räumlichkeit / Wohnung,9.2.1.3: Estrich / Dachstuhl / Dachstock,9.2.1.4: Fassade / Aussenwände,9.2.2: Tierstallungen / Gewächshäuser,9.2.2.1: Kuh- und Pferdestall,9.2.2.2: Schweinestall,9.2.2.3: Kaninchen- und Hühnerstall,9.2.2.4: Treibhaus,9.2.3: Scheune / Schopf,9.2.4: Andere Bauten,9.2.4.1: Turm / Kirchturm,9.2.4.2: Wasserspeicher / Schwimmbad,9.2.4.3: Fabrik / Halle / Lagerhaus,9.2.4.4: Andere Baulichkeiten,9.3: Belagsflächen,9.3.1: Versiegelte Sportplatz / Parkplatz etc.,9.3.2: Asphalt- oder Betonstrasse,9.3.2.1: Strasse,9.3.2.2: Autobahn,9.3.3: Weg ohne Vegetation,9.4: Bahngleis"	"[object Object]"	""	"" 
